Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
2011,1083.0,55540.0,27.29,India,Wheat
1998,1032.0,51.98,22.22,Mozambique,"Rice, paddy"
2010,758.0,63402.29,15.87,Mexico,Sorghum
1990,591.0,26156.0,17.46,Argentina,Cassava
2001,1712.0,1705.05,26.63,Sri Lanka,Cassava
2002,748.0,39.47,28.97,Burkina Faso,Maize
1992,1342.0,0.04,24.81,Central African Republic,"Rice, paddy"
1990,1485.0,121.0,16.37,Albania,"Rice, paddy"
1996,1410.0,3493.0,26.29,Dominican Republic,Maize
2012,1761.0,346583.0,24.84,Brazil,Maize
1996,867.0,97890.0,10.14,France,"Rice, paddy"
1994,447.0,148.68,11.32,Azerbaijan,Potatoes
1998,1083.0,49157.0,26.35,India,Wheat
2010,537.0,61050.0,7.77,Canada,Maize
1993,494.0,4945.0,26.51,Pakistan,Sweet potatoes
1992,1274.0,92.08,21.31,Burundi,Wheat
1998,1761.0,118930.56,26.63,Brazil,Sorghum
2012,758.0,64512.22,19.71,Mexico,Wheat
2008,1300.0,13335.22,17.43,Uruguay,Soybeans
1991,748.0,29.1,28.4,Burkina Faso,"Rice, paddy"
2001,1181.0,177.24,20.59,Malawi,"Rice, paddy"
2005,1668.0,63829.77,12.99,Japan,"Rice, paddy"
2006,1083.0,37423.0,25.85,India,Sorghum
1997,1083.0,52279.0,24.77,India,Wheat
2013,2274.0,6471.77,17.28,Ecuador,Maize
1995,758.0,34468.93,19.87,Mexico,Sorghum
1991,1083.0,72133.0,25.4,India,Sweet potatoes
2012,1738.0,18885.82,17.68,Peru,Cassava
1997,1083.0,52279.0,24.71,India,Potatoes
1998,1712.0,1532.41,27.13,Sri Lanka,Potatoes
2009,832.0,74172.0,13.28,Italy,Sweet potatoes
2007,3142.0,105.0,25.2,Papua New Guinea,Sweet potatoes
1996,700.0,31683.0,4.49,Germany,Soybeans
1996,2274.0,2407.0,17.23,Ecuador,Soybeans
2013,1083.0,45620.0,26.79,India,Sweet potatoes
2007,1083.0,27422.77,25.98,India,Potatoes
1994,636.0,31244.0,12.45,Spain,Sweet potatoes
1997,1083.0,52279.0,24.83,India,Cassava
2009,346.0,13697.0,18.56,Morocco,Soybeans
2000,1113.0,2661.0,11.45,Croatia,Sorghum
1996,867.0,97890.0,10.14,France,Wheat
1991,1500.0,60.11,14.94,Nepal,Potatoes
2011,495.0,26857.0,15.49,South Africa,"Rice, paddy"
1997,630.0,5172.0,16.77,Kenya,Wheat
2010,1522.0,9830.72,12.69,Chile,Sweet potatoes
1996,56.0,87.0,20.21,Libya,Maize
1994,250.0,17182.0,6.04,Kazakhstan,Sorghum
1999,608.0,3004.75,9.67,Bulgaria,Potatoes
1991,2875.0,39406.48,27.04,Malaysia,Cassava
1997,758.0,34468.93,21.9,Mexico,Soybeans
1994,608.0,3648.5,10.23,Bulgaria,Wheat
2010,591.0,105915.04,17.84,Argentina,Maize
1995,495.0,18025.0,19.23,South Africa,Sweet potatoes
1996,537.0,35240.8,5.25,Canada,Potatoes
2012,2274.0,11469.74,21.86,Ecuador,Plantains and others
2010,1651.0,556.24,27.8,Guinea,Sweet potatoes
1998,1083.0,49157.0,24.84,India,"Rice, paddy"
2004,534.0,36276.0,18.87,Australia,Potatoes
2009,565.0,36444.7,8.82,Ukraine,Maize
1991,758.0,34468.93,22.5,Mexico,Soybeans
2004,758.0,26433.14,24.92,Mexico,Maize
2009,1996.0,13276.7,19.99,Guatemala,Wheat
2006,1668.0,65248.26,15.92,Japan,Yams
2009,636.0,35199.0,17.45,Spain,Sweet potatoes
2008,591.0,87149.01,17.71,Argentina,"Rice, paddy"
2007,758.0,64501.28,16.8,Mexico,Wheat
1997,534.0,34091.0,20.16,Australia,Wheat
1997,2702.0,1597.0,27.37,Indonesia,Potatoes
2013,758.0,59920.18,20.45,Mexico,Soybeans
1998,593.0,30162.0,14.48,Turkey,Potatoes
2006,536.0,1645.3,5.91,Finland,Wheat
1997,1668.0,79821.18,15.37,Japan,Maize
1992,59.0,994.0,24.74,Saudi Arabia,Potatoes
2004,565.0,15344.4,8.32,Ukraine,Sorghum
1993,537.0,29296.5,5.87,Canada,Wheat
2000,2274.0,17948.0,21.34,Ecuador,Sweet potatoes
1992,2274.0,2012.0,22.19,Ecuador,Sorghum
2004,608.0,2361.0,9.18,Bulgaria,"Rice, paddy"
2008,593.0,37640.2,14.91,Turkey,"Rice, paddy"
1993,495.0,16582.0,21.32,South Africa,Sweet potatoes
1998,1668.0,79821.18,13.74,Japan,Wheat
2009,618.0,8306.31,6.75,Belarus,Potatoes
1996,1187.0,1575.5,26.61,Ghana,Sweet potatoes
1992,216.0,692.0,17.76,Iraq,Wheat
1998,700.0,33377.0,9.31,Germany,Maize
1993,1761.0,75658.33,26.06,Brazil,Wheat
1994,591.0,30195.0,18.17,Argentina,Potatoes
1992,1118.0,2014.0,9.07,Ireland,Potatoes
1996,832.0,74617.2,7.06,Italy,Soybeans
2010,1668.0,55576.0,15.8,Japan,Maize
2010,92.0,67.59,28.7,Mauritania,Yams
2004,346.0,15064.0,18.21,Morocco,Potatoes
2007,537.0,45140.03,7.07,Canada,Maize
1994,1083.0,61357.0,25.95,India,Potatoes
2001,1274.0,72.56,21.24,Burundi,Yams
2009,589.0,11144.0,11.48,Hungary,Maize
2000,1668.0,79821.18,15.95,Japan,"Rice, paddy"
2005,282.0,14.84,28.13,Mali,Yams
1990,1083.0,75000.0,25.68,India,Maize
1993,495.0,16582.0,19.32,South Africa,Soybeans
1996,636.0,33236.0,16.72,Spain,Sweet potatoes
2007,778.0,12073.15,11.04,Netherlands,Wheat
2002,74.0,68.0,28.25,Qatar,Maize
1995,494.0,7681.0,26.63,Pakistan,Potatoes
2013,1622.0,8136.0,28.98,Thailand,Maize
2009,59.0,4528.51,26.71,Saudi Arabia,Sorghum
1992,216.0,692.0,17.76,Iraq,"Rice, paddy"
2007,151.0,30.57,29.85,Niger,Maize
1992,1604.0,1137.56,24.6,Cameroon,Sorghum
2008,285.0,56.0,20.18,Namibia,Maize
1996,591.0,54595.0,17.64,Argentina,Cassava
2008,847.0,6516.47,10.9,Belgium,Potatoes
2011,636.0,53549.0,17.9,Spain,Potatoes
1990,1761.0,49695.0,21.88,Brazil,Maize
2001,1761.0,151523.0,22.14,Brazil,Potatoes
2011,1220.0,16401.66,10.63,United Kingdom,Potatoes
2004,2274.0,29799.84,22.04,Ecuador,Cassava
2010,534.0,42169.39,20.33,Australia,Wheat
2010,1761.0,342580.0,19.01,Brazil,Yams
2011,346.0,13697.0,18.59,Morocco,Sorghum
2000,1513.0,130.46,19.65,Madagascar,Maize
1997,758.0,34468.93,20.99,Mexico,Potatoes
1991,56.0,87.0,18.96,Libya,Maize
2008,1083.0,14485.33,27.05,India,Wheat
1995,151.0,62.0,29.56,Niger,"Rice, paddy"
2010,3240.0,48618.46,27.54,Colombia,Cassava
2002,151.0,29.44,29.71,Niger,"Rice, paddy"
1992,3142.0,121.0,25.3,Papua New Guinea,Maize
1997,1761.0,110276.11,19.12,Brazil,Yams
2011,589.0,8473.26,10.92,Hungary,Sorghum
2012,593.0,42610.59,14.97,Turkey,Maize
2010,282.0,3.84,28.18,Mali,Cassava
2011,346.0,13697.0,18.53,Morocco,Maize
2008,758.0,61732.11,22.68,Mexico,Maize
1996,282.0,26.51,27.64,Mali,Yams
1994,534.0,21057.0,17.36,Australia,"Rice, paddy"
2009,1651.0,449.26,27.37,Guinea,Sweet potatoes
1998,630.0,4114.0,16.53,Kenya,Maize
1995,1083.0,61257.0,27.24,India,Maize
2002,1083.0,42482.56,26.06,India,Wheat
1993,2274.0,1844.0,17.42,Ecuador,Cassava
2009,832.0,74172.0,13.28,Italy,Soybeans
2009,1083.0,28707.01,26.41,India,Sweet potatoes
2012,758.0,64512.22,19.71,Mexico,Sweet potatoes
1998,1274.0,107.29,21.56,Burundi,Yams
2005,2666.0,7605.01,26.19,Bangladesh,Maize
2005,1604.0,829.59,25.36,Cameroon,Yams
1993,1712.0,1753.2,26.37,Sri Lanka,Plantains and others
2007,758.0,64501.28,16.8,Mexico,Soybeans
1993,1162.0,1112.0,10.19,Slovenia,Soybeans
1993,1083.0,66388.0,25.88,India,Soybeans
2009,495.0,26857.0,18.67,South Africa,Potatoes
1992,1410.0,4971.0,26.4,Dominican Republic,Potatoes
2013,1110.0,3108.6,10.03,Austria,Sorghum
2004,1668.0,64688.88,16.33,Japan,Yams
2002,3240.0,84023.26,27.77,Colombia,Plantains and others
2010,636.0,39043.0,12.01,Spain,Soybeans
2006,758.0,50891.95,20.3,Mexico,Soybeans
2011,241.0,75.0,11.25,Montenegro,Maize
2004,1300.0,9017.73,17.22,Uruguay,"Rice, paddy"
2011,2274.0,17529.44,22.11,Ecuador,Cassava
1991,593.0,24343.0,13.21,Turkey,Soybeans
2013,83.0,9.14,27.86,Bahrain,Potatoes
2005,383.0,27.63,24.85,Eritrea,Wheat
1992,1651.0,80.0,27.02,Guinea,Sorghum
1998,1083.0,49157.0,24.84,India,Wheat
1998,778.0,11762.0,10.18,Netherlands,Wheat
2006,591.0,65872.12,18.1,Argentina,Potatoes
2001,1522.0,13156.09,6.41,Chile,Wheat
1992,1668.0,79821.18,15.63,Japan,Potatoes
1997,1996.0,11419.53,20.16,Guatemala,Wheat
2000,758.0,34468.93,16.9,Mexico,Sweet potatoes
2007,2702.0,1597.0,27.21,Indonesia,Potatoes
1996,593.0,30286.0,11.92,Turkey,Wheat
2010,656.0,1803.77,6.14,Lithuania,Potatoes
2007,537.0,45140.03,4.96,Canada,Maize
1998,51.0,4715.0,22.36,Egypt,Maize
2000,1668.0,79821.18,15.92,Japan,Yams
2000,1784.0,2698.93,25.78,El Salvador,Soybeans
1999,537.0,44293.0,7.69,Canada,Maize
1997,1342.0,22.87,25.69,Central African Republic,Sorghum
1995,1761.0,92967.22,24.77,Brazil,Yams
2000,1761.0,140423.0,18.01,Brazil,Yams
1993,1083.0,66388.0,24.34,India,Wheat
1990,536.0,2001.0,6.07,Finland,Wheat
2010,495.0,26857.0,16.11,South Africa,"Rice, paddy"
2005,1440.0,27.85,27.35,Haiti,Cassava
2000,1083.0,44957.52,26.18,India,Cassava
1992,1113.0,2304.0,10.78,Croatia,Sorghum
2002,2387.0,289.9,27.17,Guyana,Cassava
1992,1668.0,79821.18,12.94,Japan,Soybeans
1999,3142.0,105.0,25.38,Papua New Guinea,Yams
1991,700.0,32006.0,8.79,Germany,Soybeans
2009,1083.0,28707.01,27.15,India,Soybeans
1999,89.0,654.45,17.97,Algeria,Wheat
1998,758.0,34468.93,21.38,Mexico,Soybeans
2005,537.0,36363.0,7.89,Canada,Wheat
2012,74.0,68.0,28.54,Qatar,Potatoes
1994,1761.0,84312.78,27.53,Brazil,Sweet potatoes
1990,758.0,34468.93,21.46,Mexico,Wheat
2008,494.0,4946.79,26.33,Pakistan,Wheat
1997,1083.0,52279.0,26.53,India,Sweet potatoes
2002,1761.0,145552.0,26.01,Brazil,Sweet potatoes
1995,1668.0,79821.18,15.32,Japan,Maize
1993,1083.0,66388.0,26.1,India,Potatoes
1991,1761.0,58349.44,17.95,Brazil,Yams
1993,537.0,29296.5,3.96,Canada,Maize
1997,537.0,38258.2,3.99,Canada,Wheat
2009,534.0,38065.68,17.39,Australia,Maize
1990,1668.0,79821.18,16.4,Japan,Wheat
2000,494.0,27885.0,19.68,Pakistan,Wheat
2011,447.0,461.84,11.79,Azerbaijan,"Rice, paddy"
2009,1761.0,335742.0,18.38,Brazil,"Rice, paddy"
2000,1500.0,111.72,15.13,Nepal,Wheat
2005,1010.0,40.0,24.41,Angola,Sorghum
2012,1083.0,52980.0,26.04,India,"Rice, paddy"
1991,591.0,26156.0,17.86,Argentina,Wheat
1992,495.0,16582.0,19.95,South Africa,Sorghum
1998,1181.0,131.59,20.92,Malawi,Potatoes
2010,1738.0,15590.54,16.97,Peru,Maize
2013,494.0,0.92,25.95,Pakistan,Sorghum
2012,1187.0,378.97,26.86,Ghana,Plantains and others
1996,1668.0,79821.18,14.79,Japan,Yams
2004,495.0,26857.0,18.75,South Africa,Sorghum
1992,534.0,22234.0,16.89,Australia,Sorghum
2012,536.0,1545.25,5.12,Finland,Wheat
2011,494.0,1979.27,19.53,Pakistan,Maize
1990,346.0,9364.0,18.29,Morocco,Maize
2007,758.0,64501.28,19.7,Mexico,Sorghum
2002,51.0,5147.0,21.46,Egypt,Potatoes
2002,3240.0,84023.26,22.73,Colombia,Potatoes
1995,2274.0,2658.0,22.19,Ecuador,"Rice, paddy"
2004,151.0,26.31,29.8,Niger,Cassava
1991,1180.0,72.0,23.3,Uganda,Wheat
2005,2331.0,1426.37,27.7,Suriname,Maize
2010,1513.0,241.89,20.31,Madagascar,Sorghum
1999,534.0,34200.0,17.55,Australia,Sorghum
2008,565.0,54080.5,9.24,Ukraine,Soybeans
1999,1761.0,127585.0,27.64,Brazil,Cassava
1993,1761.0,75658.33,20.49,Brazil,Sorghum
1991,657.0,6753.0,20.95,Zimbabwe,Sweet potatoes
1998,1274.0,107.29,21.56,Burundi,Maize
2004,2274.0,29799.84,22.33,Ecuador,Soybeans
2011,534.0,47632.99,17.71,Australia,Wheat
2012,758.0,64512.22,20.61,Mexico,"Rice, paddy"
1994,346.0,10992.57,17.88,Morocco,Maize
1992,56.0,87.0,19.03,Libya,Maize
2001,1668.0,78735.45,13.13,Japan,Yams
1990,83.0,14.05,26.26,Bahrain,Potatoes
2005,495.0,26857.0,16.29,South Africa,Sorghum
2008,2274.0,15396.14,17.16,Ecuador,Plantains and others
1991,1761.0,58349.44,24.25,Brazil,Wheat
1998,89.0,322.84,17.14,Algeria,"Rice, paddy"
1992,1668.0,79821.18,15.63,Japan,Wheat
1990,2702.0,2432.0,26.79,Indonesia,Cassava
1990,1761.0,49695.0,25.29,Brazil,Yams
2006,1162.0,1280.98,10.56,Slovenia,Wheat
2011,3240.0,53797.0,22.33,Colombia,Sorghum
2002,1522.0,12047.63,6.25,Chile,Sweet potatoes
2005,1522.0,9830.72,13.06,Chile,"Rice, paddy"
1992,1083.0,70791.0,23.79,India,Soybeans
2011,758.0,65961.1,16.64,Mexico,Maize
2005,1083.0,35342.0,26.23,India,Wheat
1997,1622.0,23960.0,28.01,Thailand,Cassava
2007,788.0,35.27,14.81,Lesotho,Wheat
2002,630.0,1578.0,16.61,Kenya,Cassava
2006,2702.0,1597.0,27.21,Indonesia,Soybeans
2005,1738.0,10227.74,17.02,Peru,Sorghum
2012,1440.0,27.85,27.2,Haiti,Maize
1997,1761.0,110276.11,18.36,Brazil,Soybeans
2006,2041.0,623.96,24.32,Mauritius,Cassava
2007,346.0,13697.0,17.99,Morocco,Potatoes
2007,1761.0,304031.0,25.95,Brazil,Cassava
1990,1083.0,75000.0,26.91,India,"Rice, paddy"
2011,2702.0,1597.0,26.63,Indonesia,Soybeans
1999,758.0,34468.93,16.18,Mexico,Cassava
2007,495.0,26857.0,18.98,South Africa,Soybeans
2004,1220.0,31223.91,10.27,United Kingdom,Potatoes
2006,593.0,27421.0,11.12,Turkey,"Rice, paddy"
2011,1083.0,55540.0,25.36,India,"Rice, paddy"
1993,1083.0,66388.0,27.04,India,Potatoes
2009,495.0,26857.0,15.44,South Africa,Wheat
2011,1083.0,55540.0,25.92,India,Sweet potatoes
2008,600.0,20611.02,9.51,Poland,Maize
2007,1761.0,304031.0,24.78,Brazil,Wheat
2008,589.0,12084.0,11.55,Hungary,"Rice, paddy"
2001,1761.0,151523.0,27.69,Brazil,Soybeans
2005,1083.0,35342.0,26.28,India,Sweet potatoes
2012,652.0,8002.2,18.82,Greece,Potatoes
2008,1083.0,14485.33,25.57,India,Sorghum
2012,1761.0,346583.0,19.72,Brazil,"Rice, paddy"
2004,636.0,47445.0,17.12,Spain,Potatoes
1993,1083.0,66388.0,25.92,India,Sorghum
2006,346.0,13697.0,18.51,Morocco,Maize
2009,1668.0,60970.8,15.61,Japan,"Rice, paddy"
2012,282.0,1.52,27.39,Mali,Sorghum
1999,1187.0,114.13,26.74,Ghana,Yams
2001,636.0,35700.0,17.27,Spain,Soybeans
2012,1440.0,27.85,27.2,Haiti,"Rice, paddy"
1991,1732.0,3490.0,12.82,New Zealand,Potatoes
1995,2051.0,1445.12,27.4,Jamaica,Potatoes
2001,494.0,11871.0,23.62,Pakistan,Sweet potatoes
2011,494.0,1979.27,27.41,Pakistan,Soybeans
2012,1010.0,40.0,24.24,Angola,"Rice, paddy"
1992,758.0,34468.93,19.97,Mexico,"Rice, paddy"
1990,2274.0,2537.0,21.82,Ecuador,Potatoes
1998,1083.0,49157.0,26.01,India,Potatoes
1993,1083.0,66388.0,26.34,India,Wheat
1990,59.0,994.0,25.7,Saudi Arabia,Maize
2008,241.0,0.55,11.62,Montenegro,Maize
1995,758.0,34468.93,16.68,Mexico,Soybeans
2010,1110.0,3692.4,8.36,Austria,Maize
2011,1342.0,22.87,25.23,Central African Republic,Yams
1990,589.0,12756.0,10.96,Hungary,Wheat
2008,661.0,1816.0,20.24,Lebanon,Potatoes
2001,1083.0,43720.04,24.5,India,Sorghum
2008,2331.0,2108.66,27.22,Suriname,Sweet potatoes
1999,1761.0,127585.0,26.66,Brazil,Sorghum
2001,1732.0,3333.2,13.58,New Zealand,Maize
2004,1083.0,35113.0,26.64,India,"Rice, paddy"
2000,1032.0,34.69,21.51,Mozambique,Maize
2008,1761.0,312637.0,27.54,Brazil,Soybeans
2004,1996.0,11959.92,19.85,Guatemala,Soybeans
2011,1996.0,16540.71,19.85,Guatemala,Wheat
2006,1738.0,12074.5,17.61,Peru,Soybeans
1993,89.0,1021.89,17.0,Algeria,Maize
2004,1010.0,40.0,24.22,Angola,"Rice, paddy"
2002,758.0,16189.88,22.59,Mexico,Cassava
1995,534.0,25598.0,16.14,Australia,"Rice, paddy"
2000,494.0,27885.0,27.73,Pakistan,Wheat
2011,2702.0,1597.0,27.19,Indonesia,"Rice, paddy"
2008,854.0,17080.26,16.12,Portugal,Sweet potatoes
1999,1083.0,46195.0,26.12,India,Sweet potatoes
2007,494.0,5935.96,25.16,Pakistan,Wheat
2011,1996.0,16540.71,19.85,Guatemala,Maize
1999,2280.0,4097.16,26.82,Nicaragua,Yams
2000,1761.0,140423.0,21.69,Brazil,Cassava
2000,346.0,13435.43,18.16,Morocco,Wheat
2012,1083.0,52980.0,25.39,India,"Rice, paddy"
2010,562.0,278.72,11.31,Armenia,Maize
2005,1083.0,35342.0,25.77,India,"Rice, paddy"
1995,1220.0,33743.0,10.17,United Kingdom,Potatoes
1993,1996.0,12004.33,19.85,Guatemala,Wheat
1991,346.0,9771.14,17.47,Morocco,Sorghum
1994,1976.0,3160.91,24.87,Honduras,Wheat
1997,1010.0,40.0,24.06,Angola,Cassava
2005,1083.0,35342.0,26.11,India,"Rice, paddy"
2006,2702.0,1597.0,26.98,Indonesia,Potatoes
1998,1083.0,49157.0,25.77,India,Maize
1999,589.0,4598.0,10.64,Hungary,Soybeans
2010,1220.0,16770.87,8.8,United Kingdom,Wheat
2006,59.0,4046.34,26.42,Saudi Arabia,Wheat
1997,636.0,34023.0,13.02,Spain,Sweet potatoes
1995,2666.0,1702.0,26.09,Bangladesh,Wheat
1996,1761.0,101621.67,21.56,Brazil,Soybeans
2007,2274.0,14156.16,17.44,Ecuador,Maize
1995,591.0,37842.0,17.62,Argentina,"Rice, paddy"
2011,216.0,1795.94,23.44,Iraq,Potatoes
1992,1083.0,70791.0,26.78,India,Soybeans
2002,758.0,16189.88,22.59,Mexico,"Rice, paddy"
2010,758.0,63402.29,25.04,Mexico,Potatoes
1998,1410.0,4375.0,27.14,Dominican Republic,"Rice, paddy"
1991,1761.0,58349.44,25.06,Brazil,Wheat
1994,591.0,30195.0,18.31,Argentina,Wheat
2000,1761.0,140423.0,18.65,Brazil,Cassava
2004,2331.0,1214.83,27.47,Suriname,Soybeans
2013,758.0,59920.18,24.19,Mexico,Wheat
1995,1083.0,61257.0,25.44,India,Soybeans
2011,1761.0,345026.0,20.33,Brazil,Wheat
2012,591.0,136185.08,18.43,Argentina,Wheat
1996,636.0,33236.0,11.96,Spain,Maize
1997,494.0,16936.0,26.82,Pakistan,"Rice, paddy"
1993,1761.0,75658.33,24.65,Brazil,Wheat
2009,2274.0,9666.87,17.76,Ecuador,Potatoes
2007,2280.0,9850.26,27.23,Nicaragua,Cassava
2006,700.0,38540.15,10.55,Germany,Maize
1998,700.0,33377.0,9.31,Germany,Potatoes
1999,758.0,34468.93,19.27,Mexico,Cassava
2005,1032.0,770.88,22.27,Mozambique,Potatoes
1999,1761.0,127585.0,21.59,Brazil,Sweet potatoes
1997,537.0,38258.2,8.23,Canada,Soybeans
1995,1668.0,79821.18,14.97,Japan,Sweet potatoes
1992,1083.0,70791.0,25.27,India,Sorghum
2010,1761.0,342580.0,25.78,Brazil,Sweet potatoes
2012,1083.0,52980.0,24.37,India,Sweet potatoes
2012,495.0,26857.0,15.89,South Africa,Maize
1996,1162.0,953.0,9.24,Slovenia,Wheat
1992,534.0,22234.0,19.79,Australia,Potatoes
2013,1784.0,6005.08,26.36,El Salvador,Plantains and others
1997,1996.0,11419.53,20.16,Guatemala,"Rice, paddy"
1992,1996.0,12004.33,19.89,Guatemala,Cassava
1999,1668.0,79821.18,15.93,Japan,"Rice, paddy"
1996,1083.0,56114.0,25.79,India,"Rice, paddy"
1996,494.0,11955.0,25.92,Pakistan,Sorghum
1995,1083.0,61257.0,27.2,India,Sorghum
1998,537.0,41275.6,10.6,Canada,Potatoes
2002,2702.0,1597.0,27.49,Indonesia,Maize
2011,593.0,39534.43,10.39,Turkey,Maize
2011,534.0,47632.99,19.88,Australia,Wheat
1991,1761.0,58349.44,27.21,Brazil,Yams
1994,1761.0,84312.78,20.77,Brazil,"Rice, paddy"
1997,2702.0,1597.0,27.37,Indonesia,Sweet potatoes
1991,686.0,384.0,25.0,Senegal,Maize
2007,1440.0,27.85,27.47,Haiti,Maize
2007,3240.0,82439.06,22.48,Colombia,Wheat
2009,534.0,38065.68,12.87,Australia,Sweet potatoes
2004,1083.0,35113.0,25.69,India,"Rice, paddy"
2004,847.0,9186.0,10.94,Belgium,Maize
2009,151.0,7.32,30.32,Niger,Cassava
2001,1083.0,43720.04,25.53,India,Sorghum
2013,346.0,13697.0,18.79,Morocco,Maize
1997,593.0,34431.0,13.16,Turkey,Wheat
2010,748.0,442.89,29.17,Burkina Faso,Yams
1993,562.0,8.0,7.69,Armenia,Potatoes
2000,1300.0,3650.08,16.95,Uruguay,Sweet potatoes
2013,1083.0,45620.0,26.37,India,Sweet potatoes
2013,1712.0,2469.47,26.84,Sudan,"Rice, paddy"
2004,1440.0,27.85,27.37,Haiti,Potatoes
2004,593.0,28831.0,17.97,Turkey,Soybeans
1999,1083.0,46195.0,26.86,India,Maize
2000,537.0,39667.0,6.93,Canada,Wheat
1990,1784.0,2524.0,26.06,El Salvador,Maize
1997,3142.0,105.0,24.86,Papua New Guinea,"Rice, paddy"
2002,447.0,148.68,12.45,Azerbaijan,"Rice, paddy"
1993,1410.0,4971.0,26.38,Dominican Republic,Plantains and others
1996,1083.0,56114.0,27.37,India,Potatoes
1998,2331.0,151.33,27.65,Suriname,Maize
2004,1083.0,35113.0,26.41,India,Potatoes
2006,1083.0,37423.0,26.94,India,Cassava
2010,1212.0,953.85,20.12,Rwanda,Potatoes
2012,534.0,48687.88,19.55,Australia,Soybeans
2009,1668.0,60970.8,15.67,Japan,Yams
1995,1668.0,79821.18,14.83,Japan,Wheat
2002,1622.0,40925.33,27.98,Thailand,Maize
2002,2051.0,909.71,27.51,Jamaica,"Rice, paddy"
1992,1083.0,70791.0,25.52,India,Sorghum
1999,1668.0,79821.18,15.79,Japan,Yams
2005,1083.0,35342.0,25.85,India,Potatoes
2009,1440.0,27.85,27.35,Haiti,Maize
2012,1651.0,770.21,27.28,Guinea,Sorghum
2000,494.0,27885.0,19.68,Pakistan,Maize
1999,1083.0,46195.0,24.93,India,Sorghum
1996,3240.0,18131.0,27.12,Colombia,Maize
1995,534.0,25598.0,16.14,Australia,Soybeans
2008,494.0,4946.79,27.23,Pakistan,"Rice, paddy"
2010,1083.0,40093.69,26.54,India,Sweet potatoes
2000,494.0,27885.0,25.32,Pakistan,Maize
2011,1761.0,345026.0,18.01,Brazil,Soybeans
2007,593.0,48715.51,14.98,Turkey,"Rice, paddy"
2005,1761.0,232232.0,19.42,Brazil,Wheat
2006,1668.0,65248.26,15.87,Japan,"Rice, paddy"
2001,59.0,3194.48,26.6,Saudi Arabia,Potatoes
2012,494.0,990.09,26.75,Pakistan,Soybeans
2009,1083.0,28707.01,28.03,India,Sorghum
2007,1083.0,27422.77,26.15,India,Cassava
2005,758.0,51741.99,19.82,Mexico,Wheat
2004,1784.0,2078.01,26.2,El Salvador,Sorghum
2005,537.0,36363.0,7.22,Canada,Soybeans
1992,758.0,34468.93,17.33,Mexico,"Rice, paddy"
1991,537.0,29477.5,7.89,Canada,Wheat
2011,1761.0,345026.0,27.29,Brazil,Sorghum
1991,537.0,29477.5,9.72,Canada,Soybeans
2000,1761.0,140423.0,24.36,Brazil,Cassava
2006,2274.0,7953.42,22.09,Ecuador,"Rice, paddy"
2002,1513.0,240.84,20.14,Madagascar,Soybeans
2008,1083.0,14485.33,25.65,India,Soybeans
1990,1976.0,9880.07,24.53,Honduras,Sorghum
1999,637.0,11280.0,12.34,Romania,Potatoes
2011,1083.0,55540.0,24.35,India,"Rice, paddy"
1991,1083.0,72133.0,26.2,India,Maize
2008,2041.0,781.32,24.19,Mauritius,"Rice, paddy"
2008,1300.0,13335.22,17.43,Uruguay,Wheat
2006,1732.0,4388.0,13.04,New Zealand,Wheat
1992,1761.0,67003.89,27.42,Brazil,Potatoes
2006,758.0,50891.95,16.37,Mexico,Potatoes
1999,1410.0,5398.0,26.66,Dominican Republic,"Rice, paddy"
2001,593.0,25539.0,20.09,Turkey,Wheat
1995,591.0,37842.0,17.62,Argentina,Maize
1999,534.0,34200.0,19.28,Australia,Soybeans
2012,447.0,516.35,13.0,Azerbaijan,Maize
1990,1083.0,75000.0,25.54,India,"Rice, paddy"
2011,1485.0,1302.63,16.45,Albania,Soybeans
1994,1761.0,84312.78,25.42,Brazil,"Rice, paddy"
1993,1020.0,1080.0,21.0,Zambia,"Rice, paddy"
1997,624.0,1534.0,7.66,Sweden,Wheat
1990,1761.0,49695.0,21.88,Brazil,Wheat
1999,630.0,3056.0,16.7,Kenya,Sorghum
2012,1440.0,27.85,27.2,Haiti,Cassava
1993,593.0,28042.0,17.39,Turkey,Wheat
2007,1083.0,27422.77,25.66,India,Wheat
2000,1010.0,40.0,24.41,Angola,Cassava
2011,92.0,13.35,27.87,Mauritania,Sweet potatoes
1995,758.0,34468.93,25.01,Mexico,Soybeans
1995,534.0,25598.0,13.14,Australia,Sweet potatoes
1997,494.0,16936.0,25.16,Pakistan,Potatoes
2006,758.0,50891.95,23.33,Mexico,Sorghum
2012,600.0,21885.99,8.48,Poland,Soybeans
2000,1181.0,220.22,20.22,Malawi,"Rice, paddy"
1997,758.0,34468.93,25.21,Mexico,Potatoes
2005,534.0,34310.0,16.93,Australia,Wheat
1991,1083.0,72133.0,25.82,India,Sweet potatoes
1993,495.0,16582.0,16.01,South Africa,Potatoes
2010,2702.0,1597.0,25.57,Indonesia,Cassava
1992,494.0,5518.0,24.31,Pakistan,Sorghum
2008,1083.0,14485.33,25.65,India,"Rice, paddy"
2002,1761.0,145552.0,25.56,Brazil,Yams
1992,250.0,17182.0,2.78,Kazakhstan,"Rice, paddy"
2012,494.0,990.09,26.11,Pakistan,"Rice, paddy"
2009,3240.0,51435.13,27.68,Colombia,Maize
2007,2280.0,9850.26,27.23,Nicaragua,Maize
